"min1","min2","min3","min4","min5","min6","min7","min8","min9","min10","min11","min12","max1","max2","max3","max4","max5","max6","max7","max8","max9","max10","max11","max12","avg1","avg2","avg3","avg4","avg5","avg6","avg7","avg8","avg9","avg10","avg11","avg12","rain1","rain2","rain3","rain4","rain5","rain6","rain7","rain8","rain9","rain10","rain11","rain12"
-7.4,-7.2,-7,-5.3,-2.3,0.4,2.3,2.4,0.4,-2.2,-5.4,-7.2,2.7,2.8,3.5,5,7.5,10.3,11.8,11.7,9.9,7.1,4.4,3,-2.3667,-2.2611,-1.8111,-0.10556,2.65,5.4944,7.2222,7.1556,5.2278,2.4111,-0.51667,-2.0667,144.33,121.83,122.56,88.111,87.667,82.5,92.556,117.39,128.5,165.11,120.39,132.11
-4,-3.8,-3.5,-1.7,0.9,3.6,5.3,5.4,3.6,1,-2,-3.7,2.6,2.7,3.3,5,7.4,10.4,11.8,11.7,9.8,6.9,4.3,3,-0.98,-0.8,-0.44,1.34,3.9,6.72,8.34,8.36,6.4,3.62,0.82,-0.66,142.6,124.2,118.4,85.6,85.2,79.4,85.6,113.2,122.4,165.2,116,131.6
-8.4,-8.4,-8.1,-6.4,-3.1,-0.2,1.7,1.8,-0.2,-3.1,-6.3,-8.1,1.7,1.8,2.3,4.1,6.7,9.7,11.4,11.1,9.2,6.2,3.5,2.1,-2.6526,-2.6158,-2.2053,-0.42632,2.4895,5.4421,7.2211,7.1632,5.1789,2.2474,-0.72105,-2.3368,125.37,101,108.74,78.579,73.526,72.842,83.368,103.05,121.37,145.79,112.74,116.32
-6.8,-6.7,-6.4,-4.6,-1.5,1.2,3.1,3.2,1.2,-1.5,-4.7,-6.5,1.2,1.3,1.9,3.6,6.3,9.3,11,10.7,8.7,5.7,3,1.6,-2.9923,-2.8923,-2.4692,-0.76154,2.1154,5.0462,6.8385,6.7538,4.7769,1.8692,-1.0923,-2.6538,138.31,114.38,119.23,86.308,83.615,80.308,90.923,113.38,127.92,158.46,119.38,127.31
-4.8,-4.8,-4.4,-2.7,0.3,2.9,4.7,4.8,3.2,0.5,-2.7,-4.6,1.5,1.6,2.1,3.8,6.3,9.3,10.9,10.7,8.9,6,3.3,1.9,-1.625,-1.55,-1.075,0.625,3.375,6.175,7.9,7.85,6.075,3.275,0.35,-1.3,131,102.5,114.25,83.5,81.75,79.75,89.75,108,138.5,157.5,121,119.75
-5.7,-5.7,-5.3,-3.6,-0.6,2,3.8,3.9,2.2,-0.4,-3.6,-5.5,2.5,2.6,3.3,4.8,7.3,10.1,11.6,11.5,9.7,7,4.3,2.9,-1.75,-1.64,-1.14,0.49,3.21,5.98,7.63,7.63,5.88,3.13,0.17,-1.45,140.5,112.3,121.4,88.1,88.5,84.5,95,115.5,141,166.3,124.8,127.4
-5.3,-5.3,-5,-3,0.2,3.2,5,5.1,3.2,0.3,-2.9,-4.9,0.7,0.8,1.1,3,6,9.1,10.8,10.6,8.5,5.3,2.5,1.1,-2.2667,-2.2333,-1.9,0.033333,3.1333,6.1667,7.9,7.8667,5.8667,2.8333,-0.16667,-1.8667,96.333,74.667,84,60,49.667,53.333,64,79,98.333,115,93.667,92
-5.6,-5.5,-5.2,-3.4,-0.2,2.7,4.5,4.6,2.7,-0.1,-3.3,-5.2,1.2,1.4,1.7,3.6,6.4,9.5,11.2,11,8.8,5.8,3.1,1.7,-2.3125,-2.25,-1.925,-0.0125,3.025,6.0375,7.8,7.7625,5.6875,2.7375,-0.275,-1.9125,104.25,82.125,90.25,64.625,55.5,58.25,69,85.375,103.12,122.88,98.25,98.875
7.4,7.9,9,10.6,11.7,14.2,15.6,15.7,15.4,13.5,10.4,8,14.7,15.6,17.4,19.2,21.9,24.9,27.7,28.1,26.4,22.5,17.8,14.9,11.029,11.8,13.114,14.757,16.743,19.4,21.486,21.757,20.757,17.943,14.029,11.5,105.43,95.286,83,54.857,44.143,20.857,4,6.1429,23.286,72.429,110.86,111.71
7.5,7.8,9.3,10.7,12.4,14.6,15.7,16,15.5,13.5,10.4,8.2,14,14.6,16.4,18,19.4,22,23.3,23.9,22.5,20.7,17.1,15,10.94,11.42,12.9,14.42,15.9,18.12,19.28,19.64,18.8,17.1,13.88,11.64,106.6,96.6,60.6,62.4,49.4,23,4.4,6,29.8,71,114.6,88.8
7.1,7.7,8.7,10.3,11.7,14.2,15.6,15.8,15.3,13.3,10.1,7.8,13.8,14.5,16.4,18.3,20.6,23.4,25.9,26.2,24.6,21.3,17,14.6,10.611,11.178,12.6,14.289,15.856,18.244,19.778,20.067,19.178,17.1,13.633,11.211,108,95.667,79.222,58.111,47.889,21.333,4.1111,6,25.444,70.111,116.56,103.22
7.8,8.5,9.3,10.8,13.2,16,18,18.2,17.1,14.5,11,8.7,16,16.7,18.2,19.7,22.2,25.4,28.5,28.7,26.8,23.3,19.4,16.7,11.9,12.6,13.7,15.2,17.7,20.7,23.3,23.4,21.9,18.9,15.2,12.7,87,58,50,36,24,12,1,1,15,58,75,84
7.4,7.8,8.8,10.1,11.9,14.5,16.3,16.6,16,13.8,10.4,8,15.3,15.9,17.5,19.3,22.1,25.8,29.2,29.5,27.1,22.7,18.3,15.7,11.314,11.9,13.143,14.686,16.986,20.014,22.486,22.786,21.4,18.243,14.343,11.8,85.857,76.714,55,45.143,30,17.143,1.7143,3.2857,18.143,62,85.143,85.571
7,7.3,8.4,9.6,11.5,14.1,15.4,15.8,15.6,13.3,10,7.6,15.9,16.5,17.7,19.7,22,25.3,28.3,28.6,26.2,22.8,18.9,16.4,11.611,12.033,13.144,14.678,16.678,19.478,21.7,22.067,20.7,18.089,14.567,12.167,81.333,71.444,49.444,39.556,23.444,14.333,0.77778,2.7778,15.333,55.889,82.444,78.667
6.1,6.7,7.6,9.1,11.3,14.1,16,16.3,15.5,12.9,9.3,6.8,14.9,15.8,17.6,19.5,23,27.7,31.7,31.9,28.8,23.2,18.2,15.3,10.483,11.217,12.617,14.267,17.008,20.458,23.258,23.525,21.783,18.033,13.767,11.033,84.083,72,53.333,47.583,31.333,18,2,2.25,18.917,63.167,79,84.167
5.5,6.1,7,8.5,10.9,13.7,15.7,16.1,15.1,12.3,8.7,6.3,15.7,16.4,17.7,19.5,22,25.6,29.3,29.5,26.8,22.8,18.8,16.3,10.708,11.367,12.608,14.192,16.7,19.925,22.667,22.925,21.175,17.833,13.95,11.367,89.167,68.667,54.583,42.75,27.583,15.333,1.3333,2.1667,17.333,61,81,86.333
7.7,8.3,9.3,10.7,12.6,15.1,16.8,17.1,16.5,14.2,10.6,8.4,15,15.9,17.7,19.6,22.7,26.3,29.6,29.9,27.7,23.1,18.1,15.3,11.333,12.111,13.522,15.156,17.622,20.556,22.956,23.289,21.944,18.6,14.356,11.8,94.778,87.444,62.111,52.667,38.889,20.333,3.1111,4,22.667,69.556,94.444,94
7.1,7.6,8.5,9.8,11.7,14.3,16.1,16.4,15.9,13.5,10,7.7,15.2,15.9,17.6,19.4,22.4,26.1,29.5,29.8,27.5,22.8,18.3,15.5,11.2,11.86,13.2,14.8,17.18,20.24,22.74,23.04,21.7,18.34,14.26,11.64,89.2,81.4,58.6,49.4,34.2,19.2,2.6,3.8,20.4,65.8,88.4,89.8
6.2,6.7,7.7,9.1,11.2,14.1,16,16.3,15.8,13,9.2,6.7,14.6,15.5,17.5,19.4,22.7,27.1,30.9,31.1,28.2,23,17.9,14.9,10.225,10.983,12.55,14.217,16.95,20.525,23.258,23.517,21.925,17.933,13.4,10.658,90.167,86.25,57.75,56,40.333,24.667,4.1667,3.6667,24.833,71.417,86.5,86.917
6.1,6.6,7.6,9.1,11.3,14.1,15.9,16.2,15.7,13,9.2,6.7,14.8,15.7,17.7,19.6,23.1,27.9,31.9,32.1,29,23.3,18.1,15.1,10.588,11.362,12.862,14.55,17.338,20.875,23.662,23.888,22.275,18.338,13.862,11.075,82,75.375,52.25,50.75,34.5,20.5,2.625,2.625,21,65.25,78.375,82.625
6,6.4,7.8,9.2,10.9,13.6,15,15.3,14.6,12.3,8.9,6.7,14.2,15.2,17.3,19.2,21.5,25,27.4,28,25.9,22.2,17.4,14.6,10.1,10.767,12.45,14.05,15.967,18.867,20.633,21.1,19.767,17.05,13.1,10.667,119.33,111.33,72.333,69.833,55.833,29.833,6,7,33.667,82.333,118.33,103.67
7.7,8.2,9.4,10.9,12.7,15.1,16.5,16.7,16.1,13.9,10.6,8.3,14.7,15.6,17.5,19.4,22.3,25.8,28.7,29.1,26.9,22.7,17.8,15,11.133,11.878,13.433,15.089,17.278,20.089,22.156,22.544,21.178,18.233,14.167,11.644,101.56,94.111,64,57.556,44.444,22.556,3.7778,4.4444,26.222,72.111,102.11,93.889
5.9,6.5,8,9.4,11.4,14.6,16.4,16.6,15.6,12.8,8.9,6.4,14,15.1,17.3,19.4,22.3,26.8,30.3,30.8,27.6,22.6,17.3,14.4,9.9375,10.85,12.75,14.512,16.875,20.55,22.988,23.375,21.488,17.712,13.1,10.4,115,109.75,70,69.875,55,33,6.25,6.5,34.75,84,109,102
6.6,7.1,8.5,9.9,12,15,16.8,17.1,16.2,13.5,9.6,7.1,14.3,15.4,17.5,19.4,22.6,27.1,30.7,31,28.1,22.8,17.6,14.7,10.417,11.25,13.008,14.733,17.283,20.833,23.383,23.708,22,18.158,13.592,10.858,99.083,95,61.333,60.833,45.75,27.583,4.8333,4.6667,28.917,75.667,95.417,91.5
5.5,6,7.8,9.1,10.9,13.8,15.1,15.3,14.4,12.1,8.5,6.1,14.1,15.1,17.4,19.4,21,25.2,27.7,28.6,26.2,22,17.2,14.6,10.017,10.775,12.725,14.317,16.067,19.067,20.642,21.142,19.825,17.1,13.075,10.567,128.42,121.17,75.583,78.25,64.917,36.333,8.1667,9.5,40.583,91.667,124.25,111.83
3.6,4,5.8,7.3,9.4,12.9,14.7,14.9,13.6,10.6,6.6,4.1,12.9,14.1,16.4,18.6,21,25.6,28.9,29.5,26.4,21.6,16.1,13.2,8.0111,8.8889,10.844,12.711,14.989,19.078,21.567,22.044,19.811,15.867,11.122,8.4222,154.33,145.44,97.556,89.889,74,46.444,10,10.444,45.556,105.33,141,129.22
5.7,6.4,7.8,9.3,11.9,14.5,16.4,16.7,16,12.9,8.9,6.4,14.4,15.5,17.5,19.8,23.4,28,31.9,32.1,29,23.4,18.3,15,10.122,11.078,12.722,14.6,17.9,21.211,24.122,24.367,22.367,18.222,13.678,10.733,74.889,64.111,53.222,46.333,31.778,17.333,2,2,20.333,62.667,74.111,77.889
6.1,6.8,7.7,9.2,12,14.6,16.8,17.1,15.8,12.9,9.3,6.9,15.4,16.2,18,20.1,23.3,26.6,29.9,30.2,27.6,23.3,19.2,16.1,10.712,11.562,13.012,14.762,17.9,20.775,23.512,23.812,21.962,18.288,14.225,11.412,79.875,61.125,55.375,41.375,28.5,14,1.375,1.625,18.875,61.5,76.75,81.25
3.5,4.4,6.1,7.8,11.3,14,16.5,16.9,15,11.2,7,4.3,13.6,15,17.3,20.3,23.9,28,31.9,31.8,28.5,23.2,18.1,14.2,9.1333,10.308,12.3,14.475,18.25,21.408,24.467,24.708,22.233,17.708,12.992,9.825,71.917,64.667,62.583,48.167,35.083,17.417,2.3333,2.8333,23.25,65.5,79.417,76.917
6.6,7.6,9,10.4,14.5,16.1,18.5,19,17.3,13.9,9.8,7.4,14.6,15.7,17.7,20.6,24.2,27.5,30.6,30.9,28,23.4,19,15.3,10.633,11.789,13.633,15.733,19.756,21.856,24.489,25.011,22.756,18.833,14.467,11.4,64,54.889,58.778,39.333,28.889,11.556,1,1.6667,20.667,61.222,75.667,71.556
5.3,5.9,7.4,8.9,11.1,14.4,16.4,16.6,15.8,12.6,8.5,5.8,13.6,15,17.4,19.9,23.5,28.6,32.5,32.4,29.2,23.3,17.5,14,9.4778,10.422,12.244,14.167,17.144,21.178,24.133,24.289,22.289,17.8,12.956,9.9444,80.444,78.444,54.778,55.556,39.667,25.889,4.3333,3.8889,26.222,69.444,80.444,80.111
5.7,6.3,7.4,8.9,11.2,14,16,16.2,15.6,12.7,8.9,6.3,14.1,15.3,17.6,20,23.7,28.6,32.5,32.4,29.2,23.5,17.9,14.4,9.7333,10.717,12.517,14.433,17.583,21.383,24.35,24.517,22.517,18.1,13.333,10.3,74.5,69.167,51.833,51,35,21.333,3.1667,2.6667,22.5,64.833,74.333,76.833
3.3,4.1,6,7.7,10.7,14,16.4,16.6,14.9,11,6.8,4.1,13.4,15.1,17.6,20.5,24,29.6,33.8,33.1,29.4,23.4,17.5,13.8,8.5667,9.8333,12.05,14.333,17.542,21.892,25.05,24.942,22.375,17.483,12.375,9.1083,69.667,67.417,56.417,52.75,38.333,25,3.9167,4.1667,26.583,64.75,76.833,74.167
3.7,4.6,6.4,8.1,11.5,14.3,16.8,17.1,15.3,11.4,7.3,4.5,13.4,15,17.4,20,23.7,28.7,32.7,32.4,29.2,23.3,17.6,13.9,8.625,9.8625,11.95,14.162,17.662,21.538,24.738,24.775,22.25,17.425,12.488,9.25,72.125,67.5,60.25,52,37.5,21.625,3.25,3.5,24.625,66,78.375,76.75
5.3,5.7,7.1,8.5,10.8,14.6,17.1,17.3,16,12.5,8.2,5.7,12.9,14.5,16.8,19.4,22.6,28,31.8,32,28.1,22.4,16.5,13.3,9.1,10.1,12.117,14.15,16.867,21.25,24.283,24.517,22.05,17.5,12.433,9.5667,111.17,104.5,71.833,69.667,54.167,34.5,6.1667,6.5,35.833,83.333,104,100.5
5.4,5.9,7.2,8.6,10.9,14.6,16.8,17.1,16,12.6,8.4,5.9,13.5,14.8,17.2,19.4,22.8,28,32,32.1,28.5,22.8,17.1,13.9,9.4444,10.4,12.311,14.211,17.033,21.222,24.211,24.467,22.267,17.789,12.8,9.9111,95,91.222,61.778,62.778,46.444,30.556,5.2222,5.3333,31.222,76.333,91.667,90.444
4.3,5.1,7,8.5,10.9,14.8,17.2,17.5,15.9,12,7.7,4.9,12.1,13.9,16.5,19.6,23.1,29,33.2,32.7,28.6,22.3,16,12.5,8.2375,9.525,11.725,14.012,16.95,21.788,25.038,25.025,22.1,17.138,11.912,8.7,89.875,81.375,68.375,61,49,31.25,5.375,6.25,32.375,70,87.75,85.5
4.3,5.1,6.9,8.4,10.7,14.5,16.7,17.1,15.8,12.1,7.8,4.9,13.2,15.1,17.7,20.8,24.3,29.9,34,33.4,29.6,23.6,17.3,13.5,8.625,9.95,12.2,14.517,17.442,22.1,25.267,25.258,22.483,17.65,12.367,9.1167,75.083,71.167,58.167,55.417,41.75,28.333,4.5833,5.25,29.333,65.75,79.417,77.083
3.6,4.1,6,7.6,9.7,13.5,15.7,15.9,14.2,10.9,6.7,4.1,12.3,14.1,16.7,19.7,22.9,28.4,32.2,32.3,28.2,22.3,16.1,12.6,7.9833,9.175,11.358,13.592,16.208,20.85,23.833,24.05,21.167,16.525,11.4,8.3917,128.33,118.83,85.083,76.5,62.5,40.167,7.5,8.0833,40.167,89.583,117.92,108.58
3.8,4.4,6.5,8.2,10.6,14.7,17.1,17.2,15.2,11.3,7,4.3,11.8,13.9,16.5,19.6,22.9,28.7,32.7,32.4,28.2,22.1,15.9,12.2,7.7,9.1111,11.511,13.922,16.778,21.667,24.833,24.778,21.656,16.633,11.433,8.1444,93.222,83.444,71.111,60.556,52.111,32.444,5.7778,6.5556,33.556,69.111,89.667,84.556
6.9,7.8,9.8,11.5,14.4,17.3,19.4,19.9,18.2,14.8,10.5,7.5,15.7,16.6,18.2,20.6,23.9,27,30.6,30.5,27.9,23.7,19,16.2,11.08,12.18,13.97,15.79,18.91,21.89,24.63,25.03,22.98,19.13,14.73,11.64,72.2,68,72.6,47.1,31.6,11.4,0.8,2.3,19.1,72.3,85.2,90.3
8.1,8.9,10.7,12.3,14.3,17.3,19.4,20.2,18.5,15.3,11.5,8.9,15,15.9,17.8,19.8,22.6,25.5,27.9,28,26.9,23.1,18.9,15.9,11.567,12.467,14.267,15.967,18.433,21.433,23.767,24.167,22.767,19.1,15.167,12.4,81.333,81.333,95.667,52.667,33,9.6667,1,2.6667,19.333,75.667,94.667,114.67
3.4,4.2,6.1,7.8,11.3,14.1,16.7,17,15,11.1,6.9,4.2,14.5,16.5,19.1,22.4,25.7,30.8,35.3,35,31.1,24.9,18.9,15,8.72,10.12,12.45,14.94,18.44,22.36,25.8,25.83,22.82,17.8,12.82,9.38,76.3,71,71.2,53.4,38,17,2.3,3.5,22.5,69.6,85.6,82
5.8,6.9,9,10.6,14.2,16.7,19.2,19.7,17.5,13.7,9.6,6.7,14.7,16.6,19,22,25.3,30,34.3,34,30.4,24.7,19,15.3,10.408,11.767,13.867,16.108,19.642,22.75,25.775,26.067,23.467,19.083,14.433,11.108,69.417,63.75,64.833,46.083,31.583,12.75,1,2.4167,19.75,67.083,82.25,78.583
2.9,3.7,5.9,7.7,10.8,14.2,16.7,16.8,14.9,10.8,6.6,3.7,12.5,14.6,17.3,20.5,24.2,30.2,34.6,33.7,29.6,23,16.8,12.9,7.6083,9.1,11.542,14.058,17.442,22.142,25.7,25.292,22.275,16.85,11.658,8.2,67.667,62.333,67.25,53.667,42.167,22.75,3.8333,4.75,25.5,62.5,74,73.583
2.4,3.2,5.2,7.1,10.3,13.6,16.2,16.4,14.3,10.3,6.1,3.2,12,13.8,16.4,19.7,23.5,29.3,34.1,33.5,29.2,22.4,16.4,12.4,7.1818,8.5818,10.918,13.409,16.927,21.382,25,24.818,21.7,16.373,11.218,7.7909,79.727,74.182,77.091,58.818,44.818,21.909,3.6364,4.7273,25.818,70.727,85.909,84.727
3.5,4.4,6.6,8.4,11.2,15.4,18,18,15.7,11.3,7.1,4.2,11.6,13.7,16.5,19.9,23.4,29.5,33.9,32.9,28.7,22.2,16,12.1,7.5875,9.125,11.55,14.112,17.238,22.412,25.888,25.388,22.212,16.775,11.562,8.1,63.375,53.25,64.125,49.25,44.25,25.5,4.125,6,26.625,52.25,64.875,65.125
3.1,4,6.1,7.9,10.8,15,17.7,17.6,15.3,10.9,6.7,3.8,12.6,14.9,17.6,20.9,24.5,30.6,35.1,34,29.9,23.2,17.1,13.1,7.8833,9.425,11.933,14.442,17.658,22.642,26.125,25.617,22.575,17.158,11.933,8.4417,61.083,53.667,62.333,49.5,41.25,23.5,3.5833,5.0833,25.5,54.833,65.667,66
3,3.7,6,7.8,10.7,14.8,17.4,17.2,14.8,10.5,6.2,3.6,11.4,13.6,16.4,19.7,23.2,29.3,33.5,32.6,28.4,22,15.8,11.8,7.3167,8.85,11.442,13.958,17.008,22.058,25.383,24.992,21.75,16.4,11.208,7.8167,64.167,54.25,59.583,48,45.833,26.5,5,6.1667,28.167,52.417,65.667,64.333
6.6,6.3,7.7,8.5,10.2,12.7,14.4,15.1,13.9,11.6,9,7.1,12.8,12.9,14.7,16.4,17.7,20.3,22.1,22.6,21.1,19,15.5,13.5,9.95,9.8,11.45,12.633,14.133,16.633,18.383,18.983,17.7,15.55,12.5,10.567,118.33,87.333,104.33,68.833,74.167,45.833,28.167,44.667,70.667,100.67,145.17,141.17
7.5,7.2,8.7,9.5,11.2,13.6,15.3,15.8,14.8,12.5,9.9,7.9,12.9,13.3,15.2,17.2,18.4,21.3,22.7,23,21.5,19.3,15.8,13.6,10.267,10.333,12.033,13.433,14.9,17.5,19.133,19.533,18.233,15.9,12.867,10.767,137.67,107.67,121,79,81.667,46,26.333,39,69.667,110.67,156.67,159.33
5.4,5.8,8.2,9.6,11.4,14,15.1,15.2,14.3,11.9,8.5,6.1,14,15.1,17.4,19.4,20.9,24.6,26.6,27.3,25.3,21.9,17.2,14.5,9.91,10.6,12.91,14.5,15.97,18.66,19.78,20.2,19.22,16.78,13.04,10.5,137.8,127.1,79.9,88.5,74.1,40.3,10.7,13.7,48.8,105.4,133.1,125.7
3.5,3.9,6,7.4,9.4,12.5,14,14.2,12.9,10.1,6.6,4.1,13.7,15,17.3,19.5,21.3,25.8,28.6,29.3,26.5,22.1,16.8,13.9,8.2,9.2,11.47,13.37,15.44,19.24,21.38,21.77,19.73,16.01,11.44,8.65,157.1,147.2,98.1,94.5,78.6,47.7,10.9,12.8,50.4,109.2,144.8,132.6
4.2,4.6,6.7,8,10.2,12.9,14.3,14.2,13.2,10.4,7.1,4.8,13.4,14.3,15.7,17.7,19.6,23.2,25.8,25.6,23.8,20.5,16.1,13.6,8.95,9.65,11.383,13.017,15.017,17.983,19.717,19.6,18.483,15.683,11.75,9.2667,167.33,152.83,110,106.33,89.5,46.333,15.167,22.5,64.5,135.5,157.17,165.67
4.1,4.5,6.8,8.2,10.2,12.9,14.2,14.2,13.2,10.5,7.2,4.8,13.6,14.5,16.8,18.6,19.8,23.2,25.6,25.7,24.1,20.7,16.8,14,9.1222,9.7667,11.967,13.633,15.3,18.056,19.444,19.6,18.567,15.889,12.211,9.6667,155.22,135.11,90,103.67,84.778,43.444,13.778,19.556,58.556,127.78,151.11,151
1.9,2.3,4.4,5.8,8,11.4,13.1,13.3,11.7,8.4,4.8,2.4,11.9,13.2,15.4,17.9,20.2,24.5,27.7,27.5,24.8,20.2,15.1,12.1,6.9833,7.9167,10.217,12.2,14.467,18.15,20.417,20.367,18.433,14.55,10.133,7.3833,174.33,164.17,124.5,106.33,87.667,50.833,15.333,19.667,61.333,120.83,165,155.17
2,2.3,4.4,5.8,8,11.5,13.3,13.5,11.9,8.6,4.9,2.5,12,13.3,15.6,18,19.9,24.2,27.2,27.5,24.5,20.4,15.3,12.3,6.7,7.5667,9.8111,11.8,13.9,17.756,19.956,20.156,18.1,14.289,9.8556,7.1111,186.22,171.78,122.44,110.44,90,54,14.444,17.222,59.556,124.78,172,154.67
3.4,3.9,5.6,6.3,8.7,11.5,13.3,14,12.2,9.2,5.8,3.9,12.7,13.1,15.2,17.5,19.5,22.9,25.5,25.2,22.9,19.6,15.6,13.3,8.85,9.325,11.108,12.683,14.6,17.592,19.35,19.492,17.925,15.008,11.517,9.2667,171.75,158.92,142.83,109.92,96.667,55.75,28.583,35.25,73.917,139.33,176.75,211.92
4,4.5,6.3,7.3,9.6,12.5,14.1,14.1,12.9,9.9,6.8,4.6,12.8,13.6,15.4,17.7,19.7,23.3,25.9,25.6,23.7,20.2,15.4,13,8.6727,9.2545,10.964,12.555,14.555,17.655,19.473,19.282,18.018,15.2,11.364,9.0182,177.55,169.36,130.64,108,94.545,51,19.545,26.545,70.273,139.09,170.36,187.36
1.4,1.9,3.6,4.6,7.1,10.4,12.3,12.7,10.9,7.7,4,2,10.9,12.3,14.6,17,20.1,23.5,26.4,26.3,23.4,18.8,13.8,11.3,6.2778,7.2889,9.3333,10.844,13.644,17.022,19.389,19.611,17.178,13.322,8.9778,6.7667,147,146.56,137.78,98.889,90.222,57.667,27.444,32.333,69,125.56,157.11,186.33
0.9,1.3,3,4.1,6.6,10.1,12,12.4,10.5,7.3,3.5,1.5,11.5,12.7,14.9,17.4,19.7,23.6,26.4,26.2,23.9,19.8,14.6,11.7,5.5444,6.3,8.3444,10.1,12.522,16.422,18.722,18.867,16.622,12.8,8.4111,5.9556,179.78,175.67,142.44,111.89,96.333,60.333,23,27.333,68.556,131.67,175.89,184.22
4.8,5.1,6.7,7.6,9.6,12.1,14,15.1,13.2,10.4,7.3,5.3,13.1,13.3,15.2,16.5,18,20.7,22.6,24.6,21.6,19.1,15.8,13.9,9.0429,9.15,10.893,11.95,13.807,16.364,18.143,19.329,17.436,14.721,11.521,9.6143,138.07,114.79,124.14,88.357,83.214,53.286,33.643,45.286,75.857,115.64,155.79,165.71
3.9,4.4,6.1,6.8,9.2,11.9,13.8,14.7,12.6,9.6,6.2,4.3,12.2,12.8,14.7,16.6,18.4,21.4,23.1,24.5,21.7,18.6,15.1,12.9,8.8875,9.25,11.025,12.338,14.362,17.125,18.85,19.712,17.712,14.775,11.4,9.3625,154.5,135.62,144.12,98.375,90.625,55.125,32.875,41.25,75.75,126.75,168.38,195.25
3.2,4,5.6,5.9,8.5,11,13,13.7,11.8,8.9,5.2,3.6,12.6,13.1,15,16,18.1,20.8,23,24.4,21.8,18.6,15,13.1,7.7222,8.4889,10.156,10.811,13.4,16.011,18.033,19.022,16.867,13.656,9.8111,8.1333,137.11,124.78,126.22,95.667,85.333,57.222,35.889,43.333,75.111,118.89,151,168
1.9,2.8,4.5,5,7.8,10.7,12.8,13.2,11.2,8.1,4.1,2.4,11.6,12.5,14.3,15.4,18.3,21.1,23.2,24.5,21.6,17.9,13.7,12,6.6333,7.65,9.3833,10.183,13.067,15.967,18.2,18.95,16.467,12.95,8.7667,7,149.33,144.17,142.17,102.83,92.333,60.667,34.5,39.833,75,128.5,160.67,192
4,4.5,6,6.5,8.9,11.2,13.2,13.8,12.2,9.5,6,4.4,12.9,13.2,15.2,16.2,17.9,20.5,22.2,23,21.8,18.8,15.5,13.4,8.9556,9.2556,10.911,11.711,13.744,16.2,18.089,18.711,17.356,14.522,11.189,9.4,122.56,103,97.889,86.556,76.222,52.111,33.556,44.444,73.111,107.11,136.78,138
0.7,0.9,2.5,4,6.3,10.7,13.1,13.5,11.3,7.7,3.5,1.2,10.7,12.5,15,17.8,20.2,25.8,29.2,29.5,25.5,20.1,14.4,11,5.7583,6.8,8.975,11.192,13.692,18.383,21.1,21.383,18.483,13.992,9.1,6.175,171.83,158.17,116.25,94,79.75,52.333,11.25,11.167,49.583,109.08,154.58,133.58
1.5,1.9,4.1,5.7,8.3,12.5,14.8,15,12.7,8.9,4.6,2,8.4,10.3,12.9,15.9,19.1,24.9,28.5,28.5,24.2,18.1,12.4,8.8,4.8333,6.0444,8.3778,10.678,13.567,18.533,21.522,21.622,18.311,13.378,8.4,5.2444,128.67,116.22,93.556,75.333,69,44.778,10.333,9.6667,42.333,86.667,119.44,108.33
1,1.3,3.3,4.8,7.1,10.7,12.5,12.8,11,7.5,3.9,1.5,10.4,12.3,14.9,18.1,20.9,25.9,29.4,29.3,25.6,19.9,14,10.7,5.5875,6.8375,9.3125,11.562,14.1,18.375,20.975,21.025,18.325,13.725,8.975,6,159.88,152.75,116.62,90.625,76.25,48.625,13.5,14.5,52.625,96.375,144,126.38
1.5,1.8,3.9,5.4,7.6,11.4,13.2,13.5,11.7,8.3,4.5,1.9,10.1,11.9,14.6,17.7,20.5,25.7,29.2,29.1,25.4,19.6,13.7,10.3,5.6083,6.7667,9.1833,11.425,13.908,18.342,20.967,21.108,18.342,13.808,9.0083,6.0083,169.92,159.17,118.08,94,78.75,50.667,12,12.667,51.5,102.75,151.83,129.5
1.1,1.6,4.2,5.8,8.5,12,14,14,11.8,8,4.2,1.7,10.1,12.5,15.2,18.4,21.2,26.3,29.8,29.8,26,20.1,14.2,10.4,5.2571,6.8714,9.4571,11.829,14.614,19.029,21.829,21.829,18.686,13.814,8.9857,5.7571,104.71,96.429,71.857,62.571,59,37.286,11.286,10.571,40.286,71.571,97.286,93.143
1.5,2,4.4,6,8.7,12.6,14.7,14.8,12.5,8.6,4.6,2,10.1,12.5,15.2,18.4,21.3,26.5,29.9,29.9,26.1,20.2,14.3,10.4,5.4125,6.8375,9.4125,11.812,14.588,19.2,22.012,22.062,18.9,14,9.0875,5.85,115.12,105.62,81.875,67.875,63,39.625,9.875,9.625,40.75,76.5,106.75,97.125
-0.9,-0.3,1.6,2.7,5.4,8.9,11,11.2,9.1,5.6,1.6,-0.4,9.8,11.5,13.6,15.7,19,23,25.9,26,22.8,17.7,12.6,10.3,4.4833,5.775,7.8667,9.5,12.475,16.367,18.942,19.15,16.325,12.025,7.3417,4.95,132.25,127.67,108.75,85.417,80.667,53.083,25.083,27.333,61.5,105.17,135.17,147.42
